"position" "class" "mc" "h" "uc" "group" "generation"
13714012 "CHH" 0 4 4 "12_55_r2" "12_55"
13714015 "CHH" 0 17 17 "12_55_r2" "12_55"
13714018 "CHH" 0 3 3 "12_55_r2" "12_55"
13714021 "CHH" 0 17 17 "12_55_r2" "12_55"
13714023 "CHH" 0 2 2 "12_55_r2" "12_55"
13714033 "CHH" 0 17 17 "12_55_r2" "12_55"
13714040 "CHH" 0 4 4 "12_55_r2" "12_55"
13714047 "CHH" 0 5 5 "12_55_r2" "12_55"
13714048 "CHH" 0 5 5 "12_55_r2" "12_55"
13714051 "CHH" 0 17 17 "12_55_r2" "12_55"
13714055 "CHH" 0 8 8 "12_55_r2" "12_55"
13714065 "CHH" 0 13 13 "12_55_r2" "12_55"
13714068 "CHH" 0 14 14 "12_55_r2" "12_55"
13714073 "CHH" 1 20 19 "12_55_r2" "12_55"
13714077 "CG" 0 15 15 "12_55_r2" "12_55"
13714078 "CG" 0 20 20 "12_55_r2" "12_55"
13714082 "CHH" 0 16 16 "12_55_r2" "12_55"
13714084 "CHH" 0 16 16 "12_55_r2" "12_55"
13714091 "CG" 0 18 18 "12_55_r2" "12_55"
13714092 "CG" 0 17 17 "12_55_r2" "12_55"
13714095 "CHH" 0 17 17 "12_55_r2" "12_55"
13714097 "CHH" 0 19 19 "12_55_r2" "12_55"
13714099 "CHH" 0 19 19 "12_55_r2" "12_55"
13714104 "CHH" 0 17 17 "12_55_r2" "12_55"
13714112 "CHH" 0 15 15 "12_55_r2" "12_55"
13714116 "CHH" 0 14 14 "12_55_r2" "12_55"
13714117 "CHG" 0 22 22 "12_55_r2" "12_55"
13714119 "CHG" 0 14 14 "12_55_r2" "12_55"
13714121 "CHH" 0 13 13 "12_55_r2" "12_55"
13714123 "CHH" 0 23 23 "12_55_r2" "12_55"
13714129 "CHH" 1 12 11 "12_55_r2" "12_55"
13714138 "CHH" 1 11 10 "12_55_r2" "12_55"
13714139 "CHH" 0 10 10 "12_55_r2" "12_55"
13714144 "CHH" 0 10 10 "12_55_r2" "12_55"
13714145 "CHH" 0 29 29 "12_55_r2" "12_55"
13714152 "CHH" 1 9 8 "12_55_r2" "12_55"
13714154 "CHH" 0 27 27 "12_55_r2" "12_55"
13714156 "CG" 0 26 26 "12_55_r2" "12_55"
13714157 "CG" 0 8 8 "12_55_r2" "12_55"
13714158 "CHH" 0 24 24 "12_55_r2" "12_55"
13714160 "CHG" 0 23 23 "12_55_r2" "12_55"
13714162 "CHG" 0 10 10 "12_55_r2" "12_55"
13714165 "CHH" 0 10 10 "12_55_r2" "12_55"
13714167 "CG" 0 19 19 "12_55_r2" "12_55"
13714168 "CG" 0 9 9 "12_55_r2" "12_55"
13714169 "CHH" 0 19 19 "12_55_r2" "12_55"
13714172 "CHH" 0 10 10 "12_55_r2" "12_55"
13714174 "CHH" 0 10 10 "12_55_r2" "12_55"
13714175 "CHH" 0 10 10 "12_55_r2" "12_55"
13714176 "CHH" 0 10 10 "12_55_r2" "12_55"
13714177 "CHH" 0 11 11 "12_55_r2" "12_55"
13714185 "CHH" 0 14 14 "12_55_r2" "12_55"
13714186 "CHH" 0 18 18 "12_55_r2" "12_55"
13714188 "CHH" 0 18 18 "12_55_r2" "12_55"
13714191 "CHH" 0 14 14 "12_55_r2" "12_55"
13714193 "CHH" 1 14 13 "12_55_r2" "12_55"
13714199 "CHH" 0 16 16 "12_55_r2" "12_55"
13714201 "CHH" 0 14 14 "12_55_r2" "12_55"
13714205 "CG" 0 12 12 "12_55_r2" "12_55"
13714206 "CG" 1 14 13 "12_55_r2" "12_55"
13714207 "CHG" 0 14 14 "12_55_r2" "12_55"
13714209 "CHH" 0 15 15 "12_55_r2" "12_55"
13714210 "CHH" 0 15 15 "12_55_r2" "12_55"
13714214 "CHH" 0 11 11 "12_55_r2" "12_55"
13714217 "CHH" 1 16 15 "12_55_r2" "12_55"
13714219 "CHH" 0 11 11 "12_55_r2" "12_55"
13714223 "CHH" 0 18 18 "12_55_r2" "12_55"
13714224 "CHH" 0 12 12 "12_55_r2" "12_55"
13714227 "CG" 0 11 11 "12_55_r2" "12_55"
13714228 "CG" 0 19 19 "12_55_r2" "12_55"
13714229 "CHG" 0 18 18 "12_55_r2" "12_55"
13714230 "CHH" 0 18 18 "12_55_r2" "12_55"
13714232 "CHH" 0 10 10 "12_55_r2" "12_55"
13714245 "CHH" 0 9 9 "12_55_r2" "12_55"
13714250 "CHH" 1 21 20 "12_55_r2" "12_55"
13714252 "CHH" 0 7 7 "12_55_r2" "12_55"
13714254 "CHH" 0 7 7 "12_55_r2" "12_55"
13714256 "CG" 0 7 7 "12_55_r2" "12_55"
13714257 "CG" 0 24 24 "12_55_r2" "12_55"
13714260 "CHH" 0 7 7 "12_55_r2" "12_55"
13714262 "CHH" 0 7 7 "12_55_r2" "12_55"
13714264 "CHH" 0 7 7 "12_55_r2" "12_55"
13714270 "CHH" 1 8 7 "12_55_r2" "12_55"
13714272 "CHH" 1 7 6 "12_55_r2" "12_55"
13714274 "CHH" 0 8 8 "12_55_r2" "12_55"
13714276 "CHH" 0 7 7 "12_55_r2" "12_55"
13714278 "CHH" 1 8 7 "12_55_r2" "12_55"
13714280 "CHH" 0 9 9 "12_55_r2" "12_55"
13714281 "CHH" 0 9 9 "12_55_r2" "12_55"
13714285 "CHH" 0 18 18 "12_55_r2" "12_55"
13714287 "CHH" 0 17 17 "12_55_r2" "12_55"
13714291 "CHH" 0 12 12 "12_55_r2" "12_55"
13714292 "CHH" 0 13 13 "12_55_r2" "12_55"
13714295 "CHH" 0 17 17 "12_55_r2" "12_55"
13714297 "CHH" 0 13 13 "12_55_r2" "12_55"
13714299 "CG" 1 15 14 "12_55_r2" "12_55"
13714300 "CG" 0 16 16 "12_55_r2" "12_55"
13714301 "CHG" 0 16 16 "12_55_r2" "12_55"
13714302 "CHH" 0 16 16 "12_55_r2" "12_55"
13714306 "CHH" 0 18 18 "12_55_r2" "12_55"
13714309 "CHH" 1 16 15 "12_55_r2" "12_55"
13714314 "CHG" 0 23 23 "12_55_r2" "12_55"
13714316 "CHG" 0 14 14 "12_55_r2" "12_55"
13714319 "CHH" 0 13 13 "12_55_r2" "12_55"
13714322 "CHG" 1 26 25 "12_55_r2" "12_55"
13714324 "CHG" 0 12 12 "12_55_r2" "12_55"
13714329 "CHH" 0 31 31 "12_55_r2" "12_55"
13714332 "CHH" 0 11 11 "12_55_r2" "12_55"
13714333 "CHH" 0 10 10 "12_55_r2" "12_55"
13714340 "CHH" 0 9 9 "12_55_r2" "12_55"
13714354 "CHH" 0 4 4 "12_55_r2" "12_55"
13714357 "CHH" 0 3 3 "12_55_r2" "12_55"
13714359 "CHH" 0 3 3 "12_55_r2" "12_55"
13714361 "CHH" 0 3 3 "12_55_r2" "12_55"
13714365 "CHH" 0 46 46 "12_55_r2" "12_55"
13714370 "CHH" 0 4 4 "12_55_r2" "12_55"
13714371 "CHH" 0 4 4 "12_55_r2" "12_55"
13714372 "CHH" 0 45 45 "12_55_r2" "12_55"
13714374 "CHH" 0 46 46 "12_55_r2" "12_55"
13714378 "CHH" 0 4 4 "12_55_r2" "12_55"
13714381 "CHH" 0 4 4 "12_55_r2" "12_55"
13714384 "CHH" 0 6 6 "12_55_r2" "12_55"
13714386 "CHH" 0 6 6 "12_55_r2" "12_55"
13714391 "CHH" 0 7 7 "12_55_r2" "12_55"
13714392 "CHH" 2 50 48 "12_55_r2" "12_55"
13714394 "CHH" 1 50 49 "12_55_r2" "12_55"
13714398 "CHH" 0 50 50 "12_55_r2" "12_55"
13714407 "CHH" 1 44 43 "12_55_r2" "12_55"
13714410 "CHH" 0 42 42 "12_55_r2" "12_55"
13714411 "CHG" 1 40 39 "12_55_r2" "12_55"
13714413 "CHG" 0 9 9 "12_55_r2" "12_55"
13714416 "CHH" 0 9 9 "12_55_r2" "12_55"
13714419 "CHH" 0 9 9 "12_55_r2" "12_55"
13714422 "CHG" 0 38 38 "12_55_r2" "12_55"
13714424 "CHG" 0 9 9 "12_55_r2" "12_55"
13714425 "CHH" 0 9 8 "12_55_r2" "12_55"
13714427 "CHG" 0 35 35 "12_55_r2" "12_55"
13714429 "CHG" 1 10 9 "12_55_r2" "12_55"
13714434 "CHG" 0 29 29 "12_55_r2" "12_55"
13714435 "CG" 0 29 29 "12_55_r2" "12_55"
13714436 "CG" 0 11 11 "12_55_r2" "12_55"
13714438 "CHH" 0 28 28 "12_55_r2" "12_55"
13714439 "CHH" 2 29 27 "12_55_r2" "12_55"
13714445 "CHH" 0 12 12 "12_55_r2" "12_55"
13714446 "CHH" 0 13 13 "12_55_r2" "12_55"
13714448 "CHH" 0 13 13 "12_55_r2" "12_55"
13714452 "CHH" 0 15 15 "12_55_r2" "12_55"
13714456 "CHH" 0 16 16 "12_55_r2" "12_55"
13714461 "CHG" 0 28 28 "12_55_r2" "12_55"
13714463 "CHG" 0 18 18 "12_55_r2" "12_55"
13714470 "CHG" 0 24 24 "12_55_r2" "12_55"
13714472 "CHG" 0 19 19 "12_55_r2" "12_55"
13714475 "CHH" 0 19 19 "12_55_r2" "12_55"
13714481 "CHH" 0 18 18 "12_55_r2" "12_55"
13714484 "CHH" 0 17 17 "12_55_r2" "12_55"
13714490 "CHH" 0 20 20 "12_55_r2" "12_55"
13714492 "CHH" 0 12 12 "12_55_r2" "12_55"
13714495 "CHG" 0 12 12 "12_55_r2" "12_55"
13714497 "CHG" 0 21 21 "12_55_r2" "12_55"
13714500 "CHH" 0 21 21 "12_55_r2" "12_55"
13714502 "CHH" 0 11 11 "12_55_r2" "12_55"
13714507 "CHH" 0 11 11 "12_55_r2" "12_55"
13714508 "CHG" 0 11 11 "12_55_r2" "12_55"
13714510 "CHG" 0 22 22 "12_55_r2" "12_55"
13714515 "CHG" 0 9 9 "12_55_r2" "12_55"
13714517 "CHG" 1 25 24 "12_55_r2" "12_55"
13714522 "CHH" 0 7 7 "12_55_r2" "12_55"
13714527 "CHH" 1 31 30 "12_55_r2" "12_55"
13714528 "CHH" 0 30 30 "12_55_r2" "12_55"
13714531 "CHH" 0 7 7 "12_55_r2" "12_55"
13714542 "CHH" 0 6 6 "12_55_r2" "12_55"
13714547 "CHH" 0 30 30 "12_55_r2" "12_55"
13714548 "CHH" 0 30 30 "12_55_r2" "12_55"
13714551 "CHH" 2 30 28 "12_55_r2" "12_55"
13714601 "CHG" 0 36 36 "12_55_r2" "12_55"
13714612 "CG" 0 1 1 "12_55_r2" "12_55"
13714613 "CG" 0 38 38 "12_55_r2" "12_55"
13714620 "CHH" 1 41 40 "12_55_r2" "12_55"
13714626 "CHH" 0 2 2 "12_55_r2" "12_55"
13714627 "CHH" 0 2 2 "12_55_r2" "12_55"
13714628 "CHH" 0 2 2 "12_55_r2" "12_55"
13714629 "CHH" 0 2 2 "12_55_r2" "12_55"
13714633 "CHH" 0 41 41 "12_55_r2" "12_55"
13714634 "CHH" 0 3 3 "12_55_r2" "12_55"
13714640 "CHH" 0 3 3 "12_55_r2" "12_55"
13714642 "CHH" 0 4 4 "12_55_r2" "12_55"
13714645 "CHH" 0 42 42 "12_55_r2" "12_55"
13714646 "CHH" 0 41 41 "12_55_r2" "12_55"
13714648 "CHH" 0 6 6 "12_55_r2" "12_55"
13714651 "CHH" 0 6 6 "12_55_r2" "12_55"
13714655 "CHH" 0 6 6 "12_55_r2" "12_55"
13714657 "CHH" 0 6 6 "12_55_r2" "12_55"
13714664 "CHH" 0 38 38 "12_55_r2" "12_55"
13714666 "CHH" 0 38 36 "12_55_r2" "12_55"
13714667 "CHH" 0 7 7 "12_55_r2" "12_55"
13714670 "CG" 0 7 7 "12_55_r2" "12_55"
13714671 "CG" 0 36 36 "12_55_r2" "12_55"
13714672 "CHH" 0 7 7 "12_55_r2" "12_55"
13714677 "CHH" 0 39 39 "12_55_r2" "12_55"
13714679 "CHH" 0 37 37 "12_55_r2" "12_55"
13714681 "CHG" 0 8 8 "12_55_r2" "12_55"
13714683 "CHG" 1 36 35 "12_55_r2" "12_55"
13714686 "CHH" 0 8 8 "12_55_r2" "12_55"
13714688 "CHH" 0 8 8 "12_55_r2" "12_55"
13714690 "CHH" 0 8 8 "12_55_r2" "12_55"
13714692 "CHH" 0 9 9 "12_55_r2" "12_55"
13714696 "CHH" 0 38 38 "12_55_r2" "12_55"
13714697 "CHH" 0 37 37 "12_55_r2" "12_55"
13714698 "CHH" 0 37 37 "12_55_r2" "12_55"
13714700 "CHH" 0 10 10 "12_55_r2" "12_55"
13714706 "CHH" 0 11 11 "12_55_r2" "12_55"
13714708 "CHH" 0 10 10 "12_55_r2" "12_55"
13714711 "CHH" 1 32 31 "12_55_r2" "12_55"
13714713 "CHG" 0 11 11 "12_55_r2" "12_55"
13714715 "CHG" 0 31 31 "12_55_r2" "12_55"
13714717 "CHH" 0 12 12 "12_55_r2" "12_55"
13714719 "CG" 0 12 12 "12_55_r2" "12_55"
13714720 "CG" 0 28 28 "12_55_r2" "12_55"
13714722 "CHH" 0 12 12 "12_55_r2" "12_55"
13714723 "CHG" 0 12 12 "12_55_r2" "12_55"
13714725 "CHG" 0 33 33 "12_55_r2" "12_55"
13714726 "CHH" 0 11 11 "12_55_r2" "12_55"
13714727 "CHH" 0 11 11 "12_55_r2" "12_55"
13714730 "CHH" 0 35 35 "12_55_r2" "12_55"
13714731 "CHH" 0 34 34 "12_55_r2" "12_55"
13714736 "CHH" 0 34 34 "12_55_r2" "12_55"
13714737 "CHH" 0 35 35 "12_55_r2" "12_55"
13714740 "CHH" 0 10 10 "12_55_r2" "12_55"
13714745 "CHH" 0 36 36 "12_55_r2" "12_55"
13714746 "CHH" 0 36 36 "12_55_r2" "12_55"
13714749 "CHG" 0 9 9 "12_55_r2" "12_55"
13714751 "CHG" 0 37 37 "12_55_r2" "12_55"
13714755 "CHH" 1 9 8 "12_55_r2" "12_55"
13714758 "CHH" 0 9 9 "12_55_r2" "12_55"
13714759 "CHH" 0 9 9 "12_55_r2" "12_55"
13714765 "CHH" 0 9 9 "12_55_r2" "12_55"
13714768 "CHH" 0 8 8 "12_55_r2" "12_55"
13714770 "CHH" 0 8 8 "12_55_r2" "12_55"
13714771 "CHH" 0 8 8 "12_55_r2" "12_55"
13714774 "CHH" 1 35 34 "12_55_r2" "12_55"
13714775 "CHH" 1 36 35 "12_55_r2" "12_55"
13714779 "CHH" 0 7 7 "12_55_r2" "12_55"
13714782 "CG" 0 8 8 "12_55_r2" "12_55"
13714783 "CG" 0 34 34 "12_55_r2" "12_55"
13714787 "CHH" 0 8 8 "12_55_r2" "12_55"
13714789 "CG" 0 8 8 "12_55_r2" "12_55"
13714790 "CG" 0 31 31 "12_55_r2" "12_55"
13714793 "CHH" 0 8 8 "12_55_r2" "12_55"
13714797 "CHH" 0 8 8 "12_55_r2" "12_55"
13714798 "CHH" 1 8 7 "12_55_r2" "12_55"
13714801 "CG" 0 8 8 "12_55_r2" "12_55"
13714802 "CG" 0 32 32 "12_55_r2" "12_55"
13714803 "CHG" 0 33 33 "12_55_r2" "12_55"
13714806 "CHH" 0 35 35 "12_55_r2" "12_55"
13714807 "CHG" 0 7 7 "12_55_r2" "12_55"
13714809 "CHG" 0 35 35 "12_55_r2" "12_55"
13714810 "CHH" 0 7 7 "12_55_r2" "12_55"
13714812 "CG" 0 6 6 "12_55_r2" "12_55"
13714813 "CG" 0 33 33 "12_55_r2" "12_55"
13714815 "CHH" 0 32 32 "12_55_r2" "12_55"
13714822 "CHH" 0 7 7 "12_55_r2" "12_55"
13714823 "CHH" 0 7 7 "12_55_r2" "12_55"
13714827 "CHG" 0 8 8 "12_55_r2" "12_55"
13714829 "CHG" 0 33 33 "12_55_r2" "12_55"
13714830 "CHH" 0 33 33 "12_55_r2" "12_55"
13714831 "CHH" 0 8 8 "12_55_r2" "12_55"
13714833 "CHG" 0 8 8 "12_55_r2" "12_55"
13714835 "CHG" 1 31 30 "12_55_r2" "12_55"
13714838 "CHH" 0 10 10 "12_55_r2" "12_55"
13714843 "CHH" 0 10 10 "12_55_r2" "12_55"
13714845 "CHH" 0 10 10 "12_55_r2" "12_55"
13714846 "CHG" 0 10 10 "12_55_r2" "12_55"
13714848 "CHG" 1 31 30 "12_55_r2" "12_55"
13714852 "CHH" 1 14 13 "12_55_r2" "12_55"
13714855 "CHH" 1 30 29 "12_55_r2" "12_55"
13714860 "CHH" 0 32 32 "12_55_r2" "12_55"
13714861 "CHH" 0 17 17 "12_55_r2" "12_55"
13714863 "CHH" 0 17 17 "12_55_r2" "12_55"
13714865 "CHH" 0 19 19 "12_55_r2" "12_55"
13714867 "CHH" 0 19 19 "12_55_r2" "12_55"
13714870 "CHH" 0 20 20 "12_55_r2" "12_55"
13714873 "CHG" 0 20 20 "12_55_r2" "12_55"
13714875 "CHG" 0 29 29 "12_55_r2" "12_55"
13714882 "CHH" 0 30 30 "12_55_r2" "12_55"
13714889 "CHH" 0 30 30 "12_55_r2" "12_55"
13714892 "CHH" 0 21 21 "12_55_r2" "12_55"
13714895 "CHH" 0 31 31 "12_55_r2" "12_55"
13714896 "CHH" 0 30 30 "12_55_r2" "12_55"
13714898 "CHH" 1 31 30 "12_55_r2" "12_55"
13714899 "CHH" 0 23 23 "12_55_r2" "12_55"
13714905 "CHH" 0 23 23 "12_55_r2" "12_55"
13714907 "CHH" 0 23 23 "12_55_r2" "12_55"
13714910 "CHH" 0 24 24 "12_55_r2" "12_55"
13714912 "CG" 0 24 24 "12_55_r2" "12_55"
13714913 "CG" 0 28 28 "12_55_r2" "12_55"
13714916 "CHH" 0 28 28 "12_55_r2" "12_55"
13714918 "CHH" 0 28 28 "12_55_r2" "12_55"
13714919 "CHH" 0 29 29 "12_55_r2" "12_55"
13714920 "CHH" 1 28 27 "12_55_r2" "12_55"
13714921 "CHH" 1 26 25 "12_55_r2" "12_55"
13714923 "CHH" 0 26 26 "12_55_r2" "12_55"
13714929 "CHH" 0 29 29 "12_55_r2" "12_55"
13714933 "CHH" 0 29 29 "12_55_r2" "12_55"
13714934 "CHH" 0 29 29 "12_55_r2" "12_55"
13714938 "CHH" 0 28 28 "12_55_r2" "12_55"
13714941 "CHH" 1 27 26 "12_55_r2" "12_55"
13714942 "CHH" 1 27 26 "12_55_r2" "12_55"
13714945 "CG" 0 28 28 "12_55_r2" "12_55"
13714946 "CG" 0 25 25 "12_55_r2" "12_55"
13714947 "CHH" 0 28 28 "12_55_r2" "12_55"
13714950 "CHH" 1 23 22 "12_55_r2" "12_55"
13714951 "CHH" 0 25 25 "12_55_r2" "12_55"
13714955 "CG" 0 24 24 "12_55_r2" "12_55"
13714956 "CG" 0 23 23 "12_55_r2" "12_55"
13714960 "CHH" 0 23 23 "12_55_r2" "12_55"
13714963 "CHH" 0 21 21 "12_55_r2" "12_55"
13714966 "CHH" 0 21 21 "12_55_r2" "12_55"
13714975 "CG" 0 21 21 "12_55_r2" "12_55"
13714976 "CG" 0 20 20 "12_55_r2" "12_55"
13714979 "CHH" 0 20 20 "12_55_r2" "12_55"
13714981 "CHH" 0 22 22 "12_55_r2" "12_55"
13714988 "CHH" 0 21 21 "12_55_r2" "12_55"
13714989 "CHH" 0 21 21 "12_55_r2" "12_55"
13714992 "CHH" 1 18 17 "12_55_r2" "12_55"
13714996 "CHH" 0 21 21 "12_55_r2" "12_55"
13714998 "CHH" 0 21 21 "12_55_r2" "12_55"
13715001 "CHH" 0 21 21 "12_55_r2" "12_55"
13715007 "CHG" 0 15 15 "12_55_r2" "12_55"
13715009 "CHG" 0 22 22 "12_55_r2" "12_55"
13715011 "CHG" 0 14 14 "12_55_r2" "12_55"
13715013 "CHG" 0 22 22 "12_55_r2" "12_55"
13715015 "CHG" 0 14 14 "12_55_r2" "12_55"
13715017 "CHG" 0 22 22 "12_55_r2" "12_55"
13715019 "CHH" 0 24 24 "12_55_r2" "12_55"
13715024 "CHH" 1 23 22 "12_55_r2" "12_55"
13715026 "CHH" 0 22 22 "12_55_r2" "12_55"
13715029 "CHH" 0 10 10 "12_55_r2" "12_55"
13715030 "CHH" 0 10 10 "12_55_r2" "12_55"
13715031 "CHH" 0 10 10 "12_55_r2" "12_55"
13715035 "CHH" 0 9 9 "12_55_r2" "12_55"
13715038 "CHH" 0 9 9 "12_55_r2" "12_55"
13715039 "CHH" 0 9 9 "12_55_r2" "12_55"
13715041 "CG" 0 9 9 "12_55_r2" "12_55"
13715042 "CG" 0 24 24 "12_55_r2" "12_55"
13715043 "CHG" 0 25 25 "12_55_r2" "12_55"
13715048 "CHH" 0 9 9 "12_55_r2" "12_55"
13715049 "CHH" 0 9 9 "12_55_r2" "12_55"
13715052 "CHH" 0 10 10 "12_55_r2" "12_55"
13715055 "CHH" 0 27 27 "12_55_r2" "12_55"
13715056 "CHH" 0 28 28 "12_55_r2" "12_55"
13715061 "CHH" 0 10 9 "12_55_r2" "12_55"
13715063 "CHH" 0 9 9 "12_55_r2" "12_55"
13715064 "CHH" 0 10 10 "12_55_r2" "12_55"
13715069 "CHH" 1 34 33 "12_55_r2" "12_55"
13715070 "CHH" 0 35 35 "12_55_r2" "12_55"
13715071 "CHH" 0 11 11 "12_55_r2" "12_55"
13715072 "CHH" 0 11 11 "12_55_r2" "12_55"
13715075 "CHH" 2 34 31 "12_55_r2" "12_55"
13715076 "CG" 0 10 10 "12_55_r2" "12_55"
13715077 "CG" 1 33 32 "12_55_r2" "12_55"
13715082 "CHH" 0 32 32 "12_55_r2" "12_55"
13715086 "CHH" 0 32 32 "12_55_r2" "12_55"
13715089 "CHG" 0 9 9 "12_55_r2" "12_55"
13715091 "CHG" 0 31 31 "12_55_r2" "12_55"
13715092 "CHH" 0 31 31 "12_55_r2" "12_55"
13715099 "CHH" 0 9 9 "12_55_r2" "12_55"
13715100 "CHH" 0 9 9 "12_55_r2" "12_55"
13715105 "CHH" 0 9 9 "12_55_r2" "12_55"
13715109 "CG" 0 8 8 "12_55_r2" "12_55"
13715110 "CG" 0 26 26 "12_55_r2" "12_55"
13715114 "CHH" 0 8 8 "12_55_r2" "12_55"
13715117 "CHH" 0 30 30 "12_55_r2" "12_55"
13715118 "CHH" 1 30 29 "12_55_r2" "12_55"
13715121 "CHH" 0 28 28 "12_55_r2" "12_55"
13715122 "CG" 0 8 8 "12_55_r2" "12_55"
13715123 "CG" 2 28 25 "12_55_r2" "12_55"
13715124 "CG" 0 8 8 "12_55_r2" "12_55"
13715125 "CG" 0 28 28 "12_55_r2" "12_55"
13715130 "CG" 0 8 8 "12_55_r2" "12_55"
13715131 "CG" 0 27 26 "12_55_r2" "12_55"
13715132 "CHH" 0 8 8 "12_55_r2" "12_55"
13715133 "CHG" 0 8 8 "12_55_r2" "12_55"
13715134 "CG" 0 7 7 "12_55_r2" "12_55"
13715135 "CG" 0 27 27 "12_55_r2" "12_55"
13715136 "CHH" 0 7 7 "12_55_r2" "12_55"
13715139 "CHH" 0 7 7 "12_55_r2" "12_55"
13715142 "CHH" 0 6 6 "12_55_r2" "12_55"
13715146 "CHH" 0 4 4 "12_55_r2" "12_55"
13715147 "CHH" 0 4 4 "12_55_r2" "12_55"
13715148 "CHH" 0 4 4 "12_55_r2" "12_55"
13715151 "CHH" 0 4 4 "12_55_r2" "12_55"
13715153 "CHH" 0 4 4 "12_55_r2" "12_55"
13715155 "CHH" 0 4 4 "12_55_r2" "12_55"
13715156 "CHH" 0 4 4 "12_55_r2" "12_55"
13715159 "CHH" 0 3 3 "12_55_r2" "12_55"
13715160 "CHG" 0 3 3 "12_55_r2" "12_55"
13715162 "CHG" 0 31 31 "12_55_r2" "12_55"
13715164 "CHH" 0 30 30 "12_55_r2" "12_55"
13715165 "CHH" 0 2 2 "12_55_r2" "12_55"
13715167 "CHH" 0 2 2 "12_55_r2" "12_55"
13715172 "CHH" 0 3 3 "12_55_r2" "12_55"
13715173 "CHH" 0 3 3 "12_55_r2" "12_55"
13715176 "CHH" 0 3 3 "12_55_r2" "12_55"
13715186 "CHH" 0 4 4 "12_55_r2" "12_55"
13715187 "CHH" 1 4 3 "12_55_r2" "12_55"
13715192 "CHH" 0 4 4 "12_55_r2" "12_55"
13715193 "CHH" 0 4 4 "12_55_r2" "12_55"
13715199 "CHH" 0 5 5 "12_55_r2" "12_55"
13715204 "CHH" 0 6 6 "12_55_r2" "12_55"
13715207 "CHH" 0 37 37 "12_55_r2" "12_55"
13715211 "CG" 0 8 8 "12_55_r2" "12_55"
13715212 "CG" 0 34 34 "12_55_r2" "12_55"
13715219 "CHH" 0 9 9 "12_55_r2" "12_55"
13715224 "CHH" 1 31 30 "12_55_r2" "12_55"
13715226 "CHH" 0 31 31 "12_55_r2" "12_55"
13715228 "CHH" 1 30 29 "12_55_r2" "12_55"
13715229 "CHH" 0 30 30 "12_55_r2" "12_55"
13715236 "CHG" 0 10 10 "12_55_r2" "12_55"
13715238 "CHG" 0 29 29 "12_55_r2" "12_55"
13715242 "CHH" 0 11 11 "12_55_r2" "12_55"
13715245 "CHH" 0 12 12 "12_55_r2" "12_55"
13715248 "CHH" 0 31 31 "12_55_r2" "12_55"
13715249 "CHH" 0 12 12 "12_55_r2" "12_55"
13715253 "CHH" 0 13 13 "12_55_r2" "12_55"
13715256 "CHH" 1 31 30 "12_55_r2" "12_55"
13715259 "CHH" 0 30 30 "12_55_r2" "12_55"
13715262 "CHH" 1 15 14 "12_55_r2" "12_55"
13715265 "CHH" 0 33 33 "12_55_r2" "12_55"
13715268 "CHH" 0 14 14 "12_55_r2" "12_55"
13715271 "CHH" 2 31 29 "12_55_r2" "12_55"
13715273 "CHH" 0 30 30 "12_55_r2" "12_55"
13715274 "CHH" 0 29 29 "12_55_r2" "12_55"
13715276 "CHH" 0 18 18 "12_55_r2" "12_55"
13715277 "CHH" 0 19 19 "12_55_r2" "12_55"
13715279 "CHH" 0 20 20 "12_55_r2" "12_55"
13715281 "CHH" 1 21 20 "12_55_r2" "12_55"
13715285 "CHH" 0 28 28 "12_55_r2" "12_55"
13715286 "CHH" 1 20 19 "12_55_r2" "12_55"
13715291 "CHH" 0 27 27 "12_55_r2" "12_55"
13715292 "CHG" 0 21 21 "12_55_r2" "12_55"
13715294 "CHG" 0 29 29 "12_55_r2" "12_55"
13715295 "CHH" 0 29 29 "12_55_r2" "12_55"
13715298 "CHH" 0 29 29 "12_55_r2" "12_55"
13715299 "CHH" 0 22 22 "12_55_r2" "12_55"
13715301 "CHG" 0 21 21 "12_55_r2" "12_55"
13715303 "CHG" 0 30 30 "12_55_r2" "12_55"
13715305 "CHH" 1 32 31 "12_55_r2" "12_55"
13715311 "CHH" 0 21 21 "12_55_r2" "12_55"
13715314 "CHH" 0 21 21 "12_55_r2" "12_55"
13715316 "CHH" 0 22 22 "12_55_r2" "12_55"
13715319 "CHH" 0 31 31 "12_55_r2" "12_55"
13715321 "CHH" 0 21 21 "12_55_r2" "12_55"
13715324 "CHH" 0 31 31 "12_55_r2" "12_55"
13715326 "CHH" 0 31 31 "12_55_r2" "12_55"
13715332 "CHH" 0 27 27 "12_55_r2" "12_55"
13715335 "CHH" 0 31 31 "12_55_r2" "12_55"
13715339 "CHH" 0 29 29 "12_55_r2" "12_55"
13715340 "CG" 0 27 27 "12_55_r2" "12_55"
13715341 "CG" 0 29 29 "12_55_r2" "12_55"
13715343 "CHH" 0 29 29 "12_55_r2" "12_55"
13715346 "CHH" 0 28 28 "12_55_r2" "12_55"
13715348 "CHH" 0 27 27 "12_55_r2" "12_55"
13715351 "CG" 2 26 24 "12_55_r2" "12_55"
13715352 "CG" 1 26 25 "12_55_r2" "12_55"
13715353 "CHH" 0 27 27 "12_55_r2" "12_55"
13715362 "CG" 24 26 2 "12_55_r2" "12_55"
13715363 "CG" 20 21 1 "12_55_r2" "12_55"
